patch-size,x-offset,y-offset,distance,tally,step_sum,avg,total_steps
4,50,50,66.47,11,19243,1749.3636363636363,252437
4,51,51,67.88,14,43666,3119.0,294166
4,52,52,69.3,8,22246,2780.75,260837
4,53,53,70.71,14,36232,2588.0,276431
4,54,54,72.12,10,29999,2999.9,266929
4,55,55,73.54,5,5325,1065.0,248713
4,56,56,74.95,11,14239,1294.4545454545455,221542
4,57,57,76.37,10,26401,2640.1,277846
4,58,58,77.78,4,14444,3611.0,282537
4,59,59,79.2,5,17921,3584.2,285619
4,60,60,80.61,8,23136,2892.0,271640
4,61,61,82.02,5,7842,1568.4,268050
4,62,62,83.44,7,22479,3211.285714285714,258333
4,63,63,84.85,4,9506,2376.5,279744
4,64,64,86.27,7,16221,2317.285714285714,237786
4,65,65,87.68,8,12638,1579.75,272754
4,66,66,89.1,10,37052,3705.2,301681
4,67,67,90.51,3,7873,2624.3333333333335,241458
4,68,68,91.92,7,20731,2961.5714285714284,273887
4,69,69,93.34,7,20011,2858.714285714286,260089
4,70,70,94.75,6,16276,2712.6666666666665,291975
4,71,71,96.17,4,13351,3337.75,263474
4,72,72,97.58,1,2417,2417.0,257276
4,73,73,98.99,4,16804,4201.0,271463
4,74,74,100.41,6,14010,2335.0,277704
4,75,75,101.82,1,2924,2924.0,310516
4,76,76,103.24,4,10592,2648.0,303003
4,77,77,104.65,3,4699,1566.3333333333333,291049
4,78,78,106.07,5,12391,2478.2,275396
4,79,79,107.48,4,12603,3150.75,286685
4,80,80,108.89,0,0,0.0,264016
4,81,81,110.31,4,13027,3256.75,309953
4,82,82,111.72,4,9710,2427.5,268251
4,83,83,113.14,6,14708,2451.3333333333335,244794
4,84,84,114.55,2,3344,1672.0,287289
4,85,85,115.97,1,1519,1519.0,258135
4,86,86,117.38,2,5116,2558.0,270890
4,87,87,118.79,4,9795,2448.75,294722
4,88,88,120.21,3,9989,3329.6666666666665,314859
4,89,89,121.62,3,7693,2564.3333333333335,298960
4,90,90,123.04,1,820,820.0,268686
4,91,91,124.45,1,3792,3792.0,283682
4,92,92,125.87,0,0,0.0,270707
4,93,93,127.28,0,0,0.0,260964
4,94,94,128.69,1,1352,1352.0,255518
4,95,95,130.11,0,0,0.0,296859
4,96,96,131.52,0,0,0.0,293708
4,97,97,132.94,0,0,0.0,296560
4,98,98,134.35,0,0,0.0,284287
4,99,99,135.76,0,0,0.0,269028
5,6,6,2.83,67,9185,137.08955223880596,77566
5,7,7,4.24,65,17152,263.87692307692305,99828
5,8,8,5.66,60,22983,383.05,147110
5,9,9,7.07,59,35802,606.8135593220339,113161
5,10,10,8.49,59,43127,730.9661016949152,142908
5,11,11,9.9,46,28159,612.1521739130435,157641
5,12,12,11.31,46,23743,516.1521739130435,130064
5,13,13,12.73,41,24768,604.0975609756098,162223
5,14,14,14.14,38,27190,715.5263157894736,164270
5,15,15,15.56,40,47041,1176.025,176094
5,16,16,16.97,42,28782,685.2857142857143,153939
5,17,17,18.38,42,39084,930.5714285714286,185051
5,18,18,19.8,43,33434,777.5348837209302,165945
5,19,19,21.21,23,41709,1813.4347826086957,220907
5,20,20,22.63,35,43783,1250.942857142857,193614
5,21,21,24.04,30,26013,867.1,185842
5,22,22,25.46,40,39301,982.525,178338
5,23,23,26.87,30,34563,1152.1,190837
5,24,24,28.28,32,35024,1094.5,177867
5,25,25,29.7,28,34776,1242.0,221343
5,26,26,31.11,32,38799,1212.46875,195970
5,27,27,32.53,21,28247,1345.095238095238,215539
5,28,28,33.94,28,40876,1459.857142857143,230963
5,29,29,35.36,25,35445,1417.8,201669
5,30,30,36.77,27,32375,1199.0740740740741,202479
5,31,31,38.18,22,39001,1772.7727272727273,217573
5,32,32,39.6,27,46893,1736.7777777777778,219412
5,33,33,41.01,28,39768,1420.2857142857142,223353
5,34,34,42.43,15,24042,1602.8,207404
5,35,35,43.84,15,23910,1594.0,239606
5,36,36,45.25,20,33334,1666.7,219342
5,37,37,46.67,21,25204,1200.1904761904761,227028
5,38,38,48.08,17,21510,1265.2941176470588,254397
5,39,39,49.5,15,21831,1455.4,226803
5,40,40,50.91,17,26996,1588.0,219101
5,41,41,52.33,20,28947,1447.35,249189
5,42,42,53.74,10,23564,2356.4,235099
5,43,43,55.15,15,31781,2118.733333333333,226620
5,44,44,56.57,17,33635,1978.5294117647059,257713
5,45,45,57.98,14,27756,1982.5714285714287,263989
5,46,46,59.4,18,28286,1571.4444444444443,248288
5,47,47,60.81,10,18968,1896.8,255391
5,48,48,62.23,14,26046,1860.4285714285713,242767
5,49,49,63.64,16,51684,3230.25,267866
5,50,50,65.05,13,34574,2659.5384615384614,252711
5,51,51,66.47,17,38913,2289.0,244040
5,52,52,67.88,15,33044,2202.9333333333334,254838
5,53,53,69.3,16,25223,1576.4375,237422
5,54,54,70.71,17,33547,1973.3529411764705,232012
5,55,55,72.12,10,24305,2430.5,243456
5,56,56,73.54,13,31209,2400.6923076923076,265302
5,57,57,74.95,13,27011,2077.769230769231,256317
5,58,58,76.37,8,14710,1838.75,260345
5,59,59,77.78,6,24962,4160.333333333333,254696
5,60,60,79.2,6,17081,2846.8333333333335,251772
5,61,61,80.61,9,15644,1738.2222222222222,264679
5,62,62,82.02,5,11771,2354.2,253154
5,63,63,83.44,5,8093,1618.6,243443
5,64,64,84.85,8,14330,1791.25,235457
5,65,65,86.27,8,24857,3107.125,274846
5,66,66,87.68,5,14303,2860.6,262892
5,67,67,89.1,11,32933,2993.909090909091,287705
5,68,68,90.51,7,23770,3395.714285714286,273097
5,69,69,91.92,6,12709,2118.1666666666665,231089
5,70,70,93.34,5,6890,1378.0,270358
5,71,71,94.75,8,16358,2044.75,287635
5,72,72,96.17,3,8823,2941.0,280005
5,73,73,97.58,3,10152,3384.0,271514
5,74,74,98.99,2,4283,2141.5,249891
5,75,75,100.41,6,23975,3995.8333333333335,304030
5,76,76,101.82,5,13440,2688.0,262616
5,77,77,103.24,2,7535,3767.5,282186
5,78,78,104.65,6,26961,4493.5,273354
5,79,79,106.07,3,11309,3769.6666666666665,288002
5,80,80,107.48,0,0,0.0,293589
5,81,81,108.89,5,17581,3516.2,297758
5,82,82,110.31,2,7114,3557.0,284048
5,83,83,111.72,3,6525,2175.0,275161
5,84,84,113.14,4,10781,2695.25,297034
5,85,85,114.55,3,9841,3280.3333333333335,269262
5,86,86,115.97,1,1596,1596.0,278961
5,87,87,117.38,1,953,953.0,311916
5,88,88,118.79,0,0,0.0,271271
5,89,89,120.21,1,3138,3138.0,256392
